,Orig,con1_arr,con1,con2_arr,con2,Dest,mkt_airline1,mkt_flight1,op_airline1,op_flight1,depDay1,d_time_1,a_time_1,depTime_U1,arrTime_U1,acrt1,distSeg1,mkt_airline2,mkt_flight2,op_airline2,op_flight2,depDay2,d_time_2,a_time_2,depTime_U2,arrTime_U2,acrt2,distSeg2,mkt_airline3,mkt_flight3,op_airline3,op_flight3,depDay3,d_time_3,a_time_3,depTime_U3,arrTime_U3,acrt3,distSeg3,dist,segn,week,depDay,deptime,deptime_U,arrtime,arrtime_U,elaptime,detour,arrDay,stops,dmcc,nLegs,paxe,cluster,OnD,TOT_pax,market_share
0,BCN,AMS,AMS,,,SXB,KL,1674.0,KL,1674.0,1.0,17:15:00,19:35:00,2019-09-16 15:15:00+00:00,2019-09-16 17:35:00+00:00,73J,1241.47,AF,1437.0,AF,1437.0,1.0,20:35:00,21:45:00,2019-09-16 18:35:00+00:00,2019-09-16 19:45:00+00:00,ER4,466.331,,,,,,,,,,,,1707.8,2.0,201938.0,1.0,17:15:00,2019-09-16 15:15:00+00:00,21:45:00,2019-09-16 19:45:00+00:00,270.0,1.86193,1.0,1.0,,2.0,0.0,0504,BCN-SXB,27.52,0.0
1,BCN,AMS,AMS,,,SXB,KL,1674.0,KL,1674.0,2.0,17:15:00,19:35:00,2019-09-17 15:15:00+00:00,2019-09-17 17:35:00+00:00,73J,1240.91,KL,2021.0,AF,1437.0,2.0,20:35:00,21:45:00,2019-09-17 18:35:00+00:00,2019-09-17 19:45:00+00:00,ER4,465.62,,,,,,,,,,,0.0,916.47,2.0,201938.0,2.0,17:15:00,2019-09-17 15:15:00+00:00,21:45:00,2019-09-17 19:45:00+00:00,270.0,1.8621,2.0,1.0,F,2.0,0.86,0504,BCN-SXB,27.52,0.03
2,BCN,AMS,AMS,,,SXB,KL,1674.0,KL,1674.0,3.0,17:15:00,19:35:00,2019-09-18 15:15:00+00:00,2019-09-18 17:35:00+00:00,73H,1241.47,AF,1437.0,AF,1437.0,3.0,20:35:00,21:45:00,2019-09-18 18:35:00+00:00,2019-09-18 19:45:00+00:00,ER4,466.331,,,,,,,,,,,,1707.8,2.0,201938.0,3.0,17:15:00,2019-09-18 15:15:00+00:00,21:45:00,2019-09-18 19:45:00+00:00,270.0,1.86193,3.0,1.0,,2.0,0.0,0504,BCN-SXB,27.52,0.0
3,BCN,AMS,AMS,,,SXB,KL,1674.0,KL,1674.0,4.0,17:15:00,19:35:00,2019-09-19 15:15:00+00:00,2019-09-19 17:35:00+00:00,73H,1241.47,AF,1437.0,AF,1437.0,4.0,20:35:00,21:45:00,2019-09-19 18:35:00+00:00,2019-09-19 19:45:00+00:00,ER4,466.331,,,,,,,,,,,,1707.8,2.0,201938.0,4.0,17:15:00,2019-09-19 15:15:00+00:00,21:45:00,2019-09-19 19:45:00+00:00,270.0,1.86193,4.0,1.0,,2.0,0.0,0504,BCN-SXB,27.52,0.0
4,BCN,AMS,AMS,,,SXB,KL,1674.0,KL,1674.0,5.0,17:15:00,19:35:00,2019-09-20 15:15:00+00:00,2019-09-20 17:35:00+00:00,73H,1241.47,AF,1437.0,AF,1437.0,5.0,20:35:00,21:45:00,2019-09-20 18:35:00+00:00,2019-09-20 19:45:00+00:00,ER4,466.331,,,,,,,,,,,,1707.8,2.0,201938.0,5.0,17:15:00,2019-09-20 15:15:00+00:00,21:45:00,2019-09-20 19:45:00+00:00,270.0,1.86193,5.0,1.0,,2.0,0.0,0504,BCN-SXB,27.52,0.0
5,BCN,AMS,AMS,,,SXB,KL,1674.0,KL,1674.0,7.0,17:15:00,19:35:00,2019-09-22 15:15:00+00:00,2019-09-22 17:35:00+00:00,73H,1241.47,AF,1437.0,AF,1437.0,7.0,20:35:00,21:45:00,2019-09-22 18:35:00+00:00,2019-09-22 19:45:00+00:00,ER4,466.331,,,,,,,,,,,,1707.8,2.0,201938.0,7.0,17:15:00,2019-09-22 15:15:00+00:00,21:45:00,2019-09-22 19:45:00+00:00,270.0,1.86193,7.0,1.0,,2.0,0.0,0504,BCN-SXB,27.52,0.0
6,BCN,AMS,AMS,,,SXB,VY,8302.0,VY,8302.0,1.0,12:05:00,14:30:00,2019-09-16 10:05:00+00:00,2019-09-16 12:30:00+00:00,321,1241.47,AF,1337.0,AF,1337.0,1.0,16:35:00,17:45:00,2019-09-16 14:35:00+00:00,2019-09-16 15:45:00+00:00,ER4,466.331,,,,,,,,,,,,1707.8,2.0,201938.0,1.0,12:05:00,2019-09-16 10:05:00+00:00,17:45:00,2019-09-16 15:45:00+00:00,340.0,1.86193,1.0,1.0,,2.0,0.0,0504,BCN-SXB,27.52,0.0
7,BCN,AMS,AMS,,,SXB,VY,8302.0,VY,8302.0,2.0,12:05:00,14:30:00,2019-09-17 10:05:00+00:00,2019-09-17 12:30:00+00:00,321,1241.47,AF,1337.0,AF,1337.0,2.0,16:35:00,17:45:00,2019-09-17 14:35:00+00:00,2019-09-17 15:45:00+00:00,ER4,466.331,,,,,,,,,,,,1707.8,2.0,201938.0,2.0,12:05:00,2019-09-17 10:05:00+00:00,17:45:00,2019-09-17 15:45:00+00:00,340.0,1.86193,2.0,1.0,,2.0,0.0,0504,BCN-SXB,27.52,0.0
8,BCN,AMS,AMS,,,SXB,VY,8302.0,VY,8302.0,3.0,12:05:00,14:30:00,2019-09-18 10:05:00+00:00,2019-09-18 12:30:00+00:00,321,1241.47,AF,1337.0,AF,1337.0,3.0,16:35:00,17:45:00,2019-09-18 14:35:00+00:00,2019-09-18 15:45:00+00:00,ER4,466.331,,,,,,,,,,,,1707.8,2.0,201938.0,3.0,12:05:00,2019-09-18 10:05:00+00:00,17:45:00,2019-09-18 15:45:00+00:00,340.0,1.86193,3.0,1.0,,2.0,0.0,0504,BCN-SXB,27.52,0.0
9,BCN,AMS,AMS,,,SXB,VY,8302.0,VY,8302.0,4.0,12:05:00,14:30:00,2019-09-19 10:05:00+00:00,2019-09-19 12:30:00+00:00,321,1241.47,AF,1337.0,AF,1337.0,4.0,16:35:00,17:45:00,2019-09-19 14:35:00+00:00,2019-09-19 15:45:00+00:00,ER4,466.331,,,,,,,,,,,,1707.8,2.0,201938.0,4.0,12:05:00,2019-09-19 10:05:00+00:00,17:45:00,2019-09-19 15:45:00+00:00,340.0,1.86193,4.0,1.0,,2.0,0.0,0504,BCN-SXB,27.52,0.0
